event_id,year,Tournament Name,Date,Location,Event Type,Host Club,placements_count,results_lines
1393451254,2014,bulgarian open footbag jam part 24,"May 2-4, 2014","park.Ayazmoto Stara Zagora, Bulgaria",mixed,Urban Komba,23,32
1393501611,2014,Bembel Cup 2014,"May 30-June 1, 2014","Frankfurt, Hessen, Germany",net,SG Frankfurt Footbag e.V.,14,17
1394621886,2014,Paris Net Battle 2014,"April 19, 2014","Gymnase Thomas Mann, rue des cadets de la France Paris, France",net,Rien N'est Hacky - RNH Footbag,5,8
1394742347,2014,Seventh Annual Windy City Cup Footbag Net Championships,"June 21-22, 2014","Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,25,32
1394773593,2014,2014 Green Cup Presented by Chaos,"May 24-25, 2014","Bushrod Recreation Center, Oakland, California, USA",mixed,Chaos Footbag Club,39,52
1399929003,2014,2da Copa Bobston de Footbag Net individual,"June 22, 2014","unidad deportiva Atanasio Girardot Medellin, Antioquia, Colombia",net,Club Footbag Medellín,10,15
1401113913,2014,16th Annual German Footbag Open,"September 6-7, 2014","Freiburg i. Brsg., Germany",net,FC Footstar Berlin e.V.,22,29
1403287103,2014,Akisphere,"July 4-6, 2014","Lafontaine, Maisonneuve Montréal, Québec, Canada",net,Aki Québec,18,23
1404123889,2014,Burgas Summer Footbag Jam VI,"August 22-24, 2014","Sea garden, Panteona Burgas, Bulgaria",net,Urban Komba,11,16
1405875596,2014,32nd Annual East Coast Footbag Championships,"September 27-28, 2014","Red Hook Rec Area & Comm. Barry Park Brooklyn, New York, USA",mixed,New York Footbag Association,42,63
1406219099,2014,14th Annual Polish Footbag Championships 2014,"August 22-24, 2014","Lubaczów, Poland",mixed,Lubaczów Footbag Club,51,80
1407335213,2014,Swiss Footbag Open,"October 17-19, 2014","Bergi?res Lausanne, Vaud, Switzerland",mixed,Les Pieds à Gilles,46,59
1412859519,2014,15th Anniversary of RNH Footbag (RNH Contest 2014),"November 15-16, 2014","Gymnase Bourneville-Kellermann Paris, France",net,Rien N'est Hacky - RNH Footbag,22,27
1413607134,2014,18th Annual Finnish Footbag Open,"November 29-30, 2014","T??l? Sports Hall Helsinki, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),28,33
1417000778,2014,RNH Winter Contest 2014,"December 13-14, 2014","Gymnase Maryse Hilsz - Paris Porte de Montreuil Paris, France",net,Rien N'est Hacky - RNH Footbag,13,18
1408070192,2015,New Year's Footbag Jam,"January 3-4, 2015","TBA Ann Arbor, Michigan, USA",freestyle,\m/ichigan footbag,2,7
1415986036,2015,Todexon 16,"April 11, 2015","Praha-vychod, Czech Republic",freestyle,Czech Footbag Association,22,31
1417735560,2015,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 26-August 1, 2015","N?rrebrohallen Copenhagen, Denmark",worlds,FootbagDenmark,272,321
1417958417,2015,17th Annual IFPA European Footbag Championships,"June 25-28, 2015","Sofia Hall Sofia, Bulgaria",net,Urban Komba,58,65
1418127354,2015,Bembel Cup 2015 and 15 Years FrankfurtFootbag,"May 23-24, 2015","Open Air Pool Brentano Frankfurt, Hessen, Germany",net,SG Frankfurt Footbag e.V.,25,34
1420195881,2015,17th FC Footstar anniversary,"March 7-8, 2015","Palisadenstr. 78 Berlin, Germany",net,FC Footstar Berlin e.V.,24,29
1421069713,2015,Bulgarian Open Footbag Jam,"May 1-3, 2015","park.Ayazmo Stara Zagora, Bulgaria",net,Urban Komba,11,16
1421271111,2015,8th Annual Windy City Cup Footbag Net Championships,"June 19-21, 2015","Humboldt Park / Navy Pier Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,19,24
1422386917,2015,2015 Mud Island Belt presented by Memphis Footworks,"May 23-25, 2015","Mud Island Memphis, Tennessee, USA",net,,16,21
1423020874,2015,7ma Copa X-PRO,"February 28, 2015","Caracas, Dt Capital, Venezuela",net,X-PRO,40,45
1425372477,2015,U.S. Open Footbag Championships 2015,"June 27-28, 2015","Willamette Park West Linn, Oregon, USA",mixed,Sole Purpose,37,54
1427144456,2015,Lake Erie Footbag Tournament,"July 18-19, 2015","Frontier Park Erie, Pennsylvania, USA",net,FOOTBAG ERIE,10,15
1430582557,2015,5ta Copa Venezuela,"June 27-28, 2015","Club Ymca de San Bernandino Caracas, Distrito Capital, Venezuela",net,X-PRO,25,30
1430596760,2015,Akisphere 2015,"July 10-12, 2015","not determined yet Montréal, Québec, Canada",net,Aki Québec,8,13
1431288258,2015,Turku Open,"July 18, 2015","Caribia Arena Turku, Finland",net,Footcraft,10,15
1432901754,2015,Championnat de France de Footbag 2015,"July 11-12, 2015","Salle de la Pavelle, rue du Pressoir, Saint-Aignan-de-Grand-lieu Nantes, France",net,Carnabal Footbag,25,30
1435110091,2015,33rd Annual East Coast Footbag Championships,"September 12-13, 2015","Commodore Barry Park Brooklyn, New York, USA",mixed,New York Footbag Association,33,54
1435784719,2015,The Perpetual Flame Footbag Net Challenge,"September 5-6, 2015","YMCA- CARACAS Caracas, Dt Capital, Venezuela",net,X-PRO,38,43
1436878168,2015,19th Annual Finnish Footbag Open (FFA 20th anniversary special edition),"November 28-29, 2015","T??l? Sports Hall Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),37,48
1438626750,2015,Swiss Footbag Open,"October 23-25, 2015","Bergi?res, Lausanne Lausanne, Vaud, Switzerland",mixed,Les Pieds à Gilles,38,53
1439332196,2015,XV IFPA Polish Footbag Championships,"September 12-13, 2015","Szkolna 2a Góra, Lower Silesia, Poland",mixed,PSF Polish Footbag Association,58,89
1444911632,2015,17th Annual German Footbag Open,"December 4-6, 2015","Fachhochschule Sports Hall Frankfurt, Hessen, Germany",mixed,SG Frankfurt Footbag e.V.,62,81
1445178271,2015,Austrian Footbag Championships 2015,"December 18-19, 2015","Vienna, Austria",freestyle,Footbag-Vienna,16,23
1449217972,2015,2015 Finnish Footbag Championships in Singles Net,"December 19, 2015","Jarkko Nieminen Areena Turku, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),8,11
1446571794,2016,FC Footstar's 18th Anniversary,"January 29-31, 2016","Margarethe-von-Witzleben-Schule, Berlin Berlin, Germany",net,FC Footstar Berlin e.V.,27,32
1447494731,2016,Lake Erie Footbag Tournament,"May 14-15, 2016","TBA Erie, Pennsylvania, USA",net,FOOTBAG ERIE,9,14
1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,"July 31-August 6, 2016","Trnava, Slovakia",worlds,Czech Footbag Association,46,63
1453384342,2016,Bembel Cup 2016,"July 22-24, 2016","Open Air Pool Brentano Frankfurt, Hessen, Germany",net,SG Frankfurt Footbag e.V.,15,24
1454371285,2016,2016 Mud Island Belt presented by Memphis Footworks,"May 28-29, 2016","Mississippi River Greenbelt Park Memphis, Tennessee, USA",net,Memphis Footworks,6,11
1455047000,2016,9th Annual Windy City Cup Footbag Net Championships,"July 15-17, 2016","Humboldt Park / Navy Pier Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,13,18
1458125752,2016,Bulgaria Footbag Open,"May 21-22, 2016","Stara Zagora, Bulgaria",net,Urban Komba,12,17
1458170459,2016,RNH Contest 2016,"April 23-24, 2016","Paris, France",net,Rien N'est Hacky - RNH Footbag,8,11
1458772302,2016,U.S. Open Footbag Net Championships 2016,"June 25-26, 2016","Hammerle Park, West Linn, Oregon, USA",net,Sole Purpose,38,53
1459426362,2016,Championnat de France de Footbag 2016,"May 14-15, 2016","Le Pavelle, rue du Pressoir, Saint Aignan de Grand Lieu Nantes, France",net,Carnabal Footbag,30,35
1460640850,2016,18th Annual IFPA European Footbag Championships 2016,"June 17-19, 2016","IGS West School, Palleskestra?e 20, Frankfurt am Main Frankfurt, Hessen, Germany",mixed,SG Frankfurt Footbag e.V.,86,105
1461077179,2016,Zocha Jam 2016,"November 12-13, 2016","Hala sportowa GEM, ul. Mianowskiego 2B Wroclaw, Poland",net,PSF Polish Footbag Association,5,8
1463511970,2016,Akisphere 2016,"July 8-10, 2016","Parc Lafontaine (pr?lims), Parc Jeanne-Mance (finales) Montréal, Québec, Canada",net,Aki Québec,18,23
1464967908,2016,34th Annual East Coast Footbag Championships,"September 9-11, 2016","brooklyn, New York, USA",freestyle,New York Footbag Association,23,38
1466891959,2016,Swiss Footbag Open 2016,"October 28-30, 2016","Bergi?res Lausanne, Vaud, Switzerland",net,Les Pieds à Gilles,25,32
1466942562,2016,18th Annual German Footbag Open,"October 14-16, 2016","Sportturm, University Bremen Bremen, Bremen, Germany",mixed,Freestyle Fanatics,48,65
1467142686,2016,16th Annual Polish Footbag Championships,"September 10-11, 2016","Jaworzno, Sl±skie, Poland",mixed,Jaworzno Footbag Club,44,67
1471407009,2016,20th Annual Finnish Footbag Open,"November 19-20, 2016","Leaf Areena Turku, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),5,8
1473853257,2016,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,"October 8-9, 2016","Ogr?d Zabaw, ul. Piekarska Krakow, Poland",mixed,Maniac Footbag Team,43,58
1473932659,2016,Austrian Footbag Championships 2016,"October 21-22, 2016","Vienna, Austria",freestyle,Footbag-Vienna,18,27
1471686537,2017,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,"August 6-12, 2017","Oregon Convention Center, additional sites Portland, Oregon, USA",worlds,Sole Purpose,125,158
1485520697,2017,Bembel Cup 2017,"May 6-7, 2017","Brentanobad Frankfurt Frankfurt, Hessen, Germany",net,SG Frankfurt Footbag e.V.,12,17
1485863923,2017,17th Annual Polish Footbag Championships,"September 2-3, 2017","Lublin, Poland",mixed,PSF Polish Footbag Association,103,132
1485967222,2017,2017 Mud Belt Presented by Memphis Footworks,"May 20-21, 2017","Buchanan Peninsula Cherokee, Alabama, USA",net,Memphis Footworks,13,18
1485970612,2017,Akisphere 2017,"July 28-30, 2017","Lafontaine and Jeanne-Mance Montreal, Quebec, Canada",net,Aki Québec,17,22
1486654923,2017,RNH Contest,"April 1-2, 2017","Gymnase Bourneville - Kellerman Paris, 75, France",net,Rien N'est Hacky - RNH Footbag,7,10
1487797845,2017,19th Annual IFPA European Footbag Championships,"May 25-28, 2017","Aranjuez, Spain",mixed,,167,192
1487800738,2017,Stara Zagora Footbag Jam 2017,"April 29-30, 2017","Ayazmo park, Hall of laughter area Stara Zagora, Bulgaria",net,Urban Komba,6,9
1488957997,2017,Swiss Footbag Open 2017,"October 20-22, 2017","Lausanne, Vaud, Switzerland",mixed,Les Pieds à Gilles,44,57
1489248474,2017,Lake Erie Footbag Tournament,"June 10-11, 2017","Griswald Park Erie, Pennsylvania, USA",net,FOOTBAG ERIE,12,17
1492354286,2017,Tenth Annual Windy City Cup Footbag Net Championships,"June 24-25, 2017","Humboldt Park Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,14,19
1497678985,2017,Championnat de France de Footbag 2017,"July 8-9, 2017","La Pavelle, Rue du Pressoir, Saint Aignan de Grand Lieu Nantes, France",net,Carnabal Footbag,27,32
1498568502,2017,Austrian Footbag Championships 2017,"October 6-8, 2017","Vienna, Austria",freestyle,Footbag-Vienna,15,20
1499025778,2017,19th Annual German Footbag Championships 2017,"November 18-19, 2017","Gym of Silberstein Elementary School Berlin, Germany",mixed,FC Footstar Berlin e.V.,71,84
1499168069,2017,Bulgarian Footbag Championships 2017,"September 22-24, 2017","Ayazmo Park Stara Zagora, Bulgaria",net,Urban Komba,13,18
1502929111,2017,35th Annual East Coast Footbag Championships,"September 16-17, 2017","Van Cortland Park, Bronx, NYC New York City, New York, USA",mixed,New York Footbag Association,20,35
1509295388,2017,Finnish Footbag Net Championships,"November 11-12, 2017","Puhos Center // Leaf Areena Turku, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),9,14
1509295589,2017,Finnish Freestyle Footbag Championships,"December 2, 2017","Töölön Kisahalli / Töölö Sports Hall Helsinki, Finland",freestyle,Suomen Footbag Liitto ry. (Finnish Footbag Association),8,13
1502997442,2018,Lake Erie Footbag Tournament & Freestyle Jam,"June 9-10, 2018","Frontier Park Erie, Pennsylvania, USA",net,FOOTBAG ERIE,24,31
1515176008,2018,Copa Medellin De Footbag,"May 26-27, 2018","Estadio Atanasio Girardot Medellin, Antioquia, Colombia",net,Club Footbag Medellín,12,17
1516978874,2018,RNH Contest 2018,"March 24-25, 2018","Paris, 75, France",net,Rien N'est Hacky - RNH Footbag,13,16
1518200935,2018,20th Annual IFPA European Footbag Championships,"June 21-23, 2018","Kranj, Slovenia",freestyle,Footbag Kranj,100,121
1519215398,2018,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,"July 22-28, 2018","Sofia, Bulgaria",worlds,Urban Komba,161,192
1519233007,2018,Bulgarian Footbag Championships 2018,"April 28-30, 2018","Ayazmo park Stara Zagora, Bulgaria",net,Urban Komba,12,17
1520348349,2018,2018 Mud Belt presented by Memphis Footworks,"May 19-20, 2018","Tba Memphis, Tennessee, USA",net,Memphis Footworks,10,15
1520596747,2018,Championnat de France de footbag 2018,"April 14-15, 2018","Halle de raquettes, Rue Simone de Beauvoir, TREILLIERES Nantes, France",net,Carnabal Footbag,18,23
1524683077,2018,36th Annual East Coast Footbag Championships,"June 23-24, 2018","Van Cortland Park, Bronx, NYC, New York, USA",freestyle,New York Footbag Association,21,34
1526035381,2018,Bembel Cup 2018 - 10th Anniversary,"August 11-12, 2018","Frankfurt, Hessen, Germany",net,SG Frankfurt Footbag e.V.,8,11
1526583313,2018,Refaski Cup 2018,"June 17, 2018","Stadion Míru, Tábor TÁBOR, Czech Republic",net,SK FOOTBAG TÁBOR,6,9
1526588580,2018,Akisphere 2018,"July 6-8, 2018","Parc Jeanne-Mance Montreal, Quebec, Canada",net,Aki Québec,34,41
1527557123,2018,Suramericano de Footbag Net y Freestyle,"December 19-22, 2018","Estadio Atanasio Girardot Medellin, Antioquia, Colombia",mixed,Footbag Medellin,15,24
1531284609,2018,XVIII Polish Footbag Championships - Krakow 2018,"August 31, 2018","Krakow, Poland",mixed,Maniac Footbag Team,96,125
1531311472,2018,Open de France 2018,"September 29-30, 2018","Nantes, France",net,Carnabal Footbag,15,20
1533246739,2018,Swiss Footbag Open,"October 27-28, 2018","Lausanne, Vaud, Switzerland",mixed,Les Pieds à Gilles,37,52
1536221908,2018,Austrian Footbag Championships 2018,"October 12-13, 2018","Vienna, Austria",freestyle,Footbag-Vienna,15,20
1537521152,2018,Footbag Finnish Open,"December 8, 2018","Kupittaan palloiluhalli Turku, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),19,32
1537994275,2018,2o Torneo Nacional de Footbag,"October 27-28, 2018","Estadio Atanasio Girardot Medellin, Antioquia, Colombia",freestyle,Footbag Medellin,20,29
1539024211,2018,2018 US Freestyle Footbag Open,"December 14-16, 2018","Rio Hotel and Casino- SkillCon, Las Vegas, Nevada, USA",freestyle,Tucson Wild Footbag Cats,16,23
1529239199,2019,Lake Erie Footbag Tournament,"June 8-9, 2019","Frontier Park Erie, Pennsylvania, USA",mixed,FOOTBAG ERIE,48,71
1547415984,2019,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,"July 29-August 3, 2019","AWF Warszawa, Marymoncka 15 Warszawa, Poland",worlds,WSF Warsaw Footbag Association,295,346
1547720079,2019,Open de France 2019,"May 25-26, 2019","Salle Héraclès, Rue Simone de Beauvoir, TREILLIERES Nantes, FRANCE",net,Carnabal Footbag,22,27
1549597969,2019,4ta Copa BoBston de Footbag 2019,"March 30-31, 2019","Estadio Atanasio Girardot Medellin, Antioquia, Colombia",freestyle,Footbag Medellin,14,21
1551207285,2019,RNH Contest 2019,"March 24, 2019","Gymnase 4bis Choisy Paris, France",net,Rien N'est Hacky - RNH Footbag,9,12
1552865692,2019,37th Annual East Coast Footbag Championships,"September 14-15, 2019","Van Cortland Park New York City, New York, USA",mixed,New York Footbag Association,32,51
1555631351,2019,US Open Footbag Championships 2019,"August 16-18, 2019","The Silver Fox- Everett, Moakley Park-Dorchester (Net), Boston Common Boston, Massachusetts, USA",mixed,Boston Shred Crew,47,64
1556306551,2019,Akisphere 2019,"July 5-7, 2019","Lafontaine Park MONTREAL, Canada",net,Aki Québec,30,37
1556730450,2019,I. Basque Tournament of Footbag (Doubles),"April 27-May 4, 2019","Bilbao, Vizcaya, Basque Country",net,Bilbao Footbag Club,3,6
1557144269,2019,11th Bembel Cup 2019 - a jam with friends,"August 17-18, 2019","Riedbad Bergen-Enkheim Frankfurt, Hessen, Germany",net,SG Frankfurt Footbag e.V.,12,17
1557331196,2019,Mud Belt Presented by Memphis Footworks,"June 22-23, 2019","Mississippi Greenbelt Park Memphis, Tennessee, USA",net,Memphis Footworks,5,10
1562271704,2019,Ohio Footbag Jam,"July 27-28, 2019","T.B.A Centralized Location (T.B.A.), Ohio, USA",freestyle,,0,0
1564005204,2019,I. Ereaga Footbag Net Tournament (Doubles) 2019,"July 28, 2019","Getxo, Bizkaia, Basque Country",net,Bilbao Footbag Club,5,8
1566500647,2019,I. Basque Tournament of Footbag Net (Individual),"August 23-24, 2019","Bilbao, Vizcaya, Basque Country, Spain",net,Bilbao Footbag Club,7,10
1566532030,2019,German Footbag Open 2019,"October 12-13, 2019","Gym of Silberstein Elementary School Berlin, Germany",mixed,FC Footstar Berlin e.V.,65,84
1567551985,2019,XIX Polish Footbag Championships - Krakow 2019,"November 23-24, 2019","Fame Sport Fitness Club Cracow, Poland",mixed,Maniac Footbag Team,75,106
1568289502,2019,Bulgarian Footbag Open Vol.2,"September 21-23, 2019","Mitropolit Metodiy Kusev, Stara Zagora Stara Zagora, Bulgaria, Bulgaria",net,Urban Komba,12,17
1568692191,2019,MedeJam de Footbag 2019,"December 28-29, 2019","Medellin, Antioquia, Colombia",mixed,,18,33
1568961264,2019,RNH Footbag 20th Anniversary,"November 16-17, 2019","Gymnase Bourneville - Kellermann Paris, France",net,Rien N'est Hacky - RNH Footbag,35,42
1572864719,2019,19th Czech Footbag Net Championships,"November 30, 2019",Czech Republic,net,Hradec Králové Footbag Club,7,12
1574365921,2019,Basque Open Footbag Net Tournament (Doubles),"November 24, 2019","The ""fronton"" of Olabeaga (Bilbao) Bilbao, Bizkaia, Basque Country",net,Bilbao Footbag Club,5,8
1575361225,2019,Austrian Footbag Championships + XMAS Jam 2019,"December 20, 2019","WUK ( Werkstätten- und Kulturhaus ) Wien, Wien, Austria",freestyle,Footbag-Vienna,5,8
1576342966,2019,Footbag Finnish Open,"December 29, 2019","Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),17,28
1580328152,2020,Bulgarian Footbag Championships 2020,"June 20-22, 2020","Park ""Ayazmo"", Mitropolit Metodiy Kusev, Stara Zagora Stara Zagora, Bulgaria, Bulgaria",net,Urban Komba,6,11
1584223469,2020,II.Basque Tournament of Footbag (Net - Individual),"March 15, 2020","Derio, Bizkaia, Basque Country",net,Bilbao Footbag Club,3,6
1587822289,2020,IFPA Online World Footbag Freestyle Championships,"August 1, 2020","Worldwide, The Globe",freestyle,WSF Warsaw Footbag Association,0,0
1593340253,2020,I.Bilbao Tournament (Doubles - Net),"June 28, 2020","Bilbao, Bizkaia, Basque Country",net,Bilbao Footbag Club,5,8
1595872698,2020,Czech Footbag Championships,"August 8, 2020","Hradec Kralove, Czech Republic",net,Hradec Králové Footbag Club,12,17
1596587110,2020,38th Annual East Coast Footbag Championships,"September 12-13, 2020","Joe & Brenda Solonoski's Place Doylesburg, Pennsylvania, USA",mixed,New York Footbag Association,19,34
1598616506,2020,II. Basque Tournament of Footbag Net (Individual),"August 30, 2020","Bilbao, Bizkaia, Basque Country",net,Bilbao Footbag Club,10,13
1600984774,2020,XX Polish Footbag Championships - Warsaw 2020,"November 14-15, 2020","Warszawa, Poland",mixed,WSF Warsaw Footbag Association,44,59
1628025851,2020,Akisphere 2020,"July 10-12, 2020","Montreal, Quebec, Canada",net,Aki Québec,21,28
1614772897,2021,Bulgarian Footbag Open 2021,"May 22-24, 2021","Stara Zagora, Bulgaria",net,Urban Komba,8,13
1617902706,2021,III.Basque Tournament of Footba Net (Individual),"April 9, 2021","Bilbao, Bizkaia, Basque Country",net,Bilbao Footbag Club,6,9
1623054449,2021,2021 IFPA Online World Footbag Freestyle Championships,"August 1-25, 2021","Worldwide, Worldwide",freestyle,Madrid Footbag Club,44,53
1624971880,2021,21st IFPA European Footbag Net Championships,"August 20-22, 2021","Krakow, Poland",net,Maniac Footbag Team,32,37
1625854837,2021,39th Annual East Coast Footbag Championships,"August 28-29, 2021","Brenda and Joe Solonoski's place Doylesburg, Pennsylvania, USA",freestyle,New York Footbag Association,11,20
1628024472,2021,Czech Footbag Net Championships,"June 12, 2021","Hradec Kralove, Czech Republic",net,Hradec Králové Footbag Club,10,15
1628025574,2021,Akisphere 2021,"July 9-11, 2021","Montreal, Quebec, Canada",net,Aki Québec,26,33
1628596712,2021,II. Basque Tournament of Footbag Net (Doubles),"August 10, 2021","In Deusto, in futsal courts near university Bilbao, Basque Country",net,Bilbao Footbag Club,2,5
1634665636,2021,XXI Polish Footbag Championships - Warsaw 2021,"November 27-28, 2021","Warszawa, Poland",mixed,WSF Warsaw Footbag Association,36,55
1634938934,2021,II.Basque Open Footbag Net Tournament (Doubles),"October 23, 2021","Barakaldo, Bizkaia, Basque Country",net,Bilbao Footbag Club,4,7
1635599636,2021,Refaski Cup 2021,"November 6, 2021","Tabor, Czech Republic",net,SK FOOTBAG TÁBOR,10,15
1643478787,2021,24th Annual Footbag Finnish Open,"December 11, 2021","Kulosaari Sports Hall Helsinki, Uusimaa, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),9,14
1565425638,2022,Swiss Footbag Open 2022,"October 29-30, 2022","Lausanne, Vaud, Switzerland",mixed,Les Pieds à Gilles,31,44
1645025950,2022,Cracow Net Jam 3,"February 26-27, 2022","Krakow, Poland",net,Maniac Footbag Team,9,14
1645621833,2022,IV.Basque Tournament of Footbag Net (Individual),"February 24, 2022","Leioa, Bizkaia, Basque Country",net,Bilbao Footbag Club,11,16
1646387871,2022,41st IFPA WORLD FOOTBAG CHAMPIONSHIPS 2022,"July 27-31, 2022","Jordan Park Krakow, Poland",worlds,Maniac Footbag Team,120,153
1646855336,2022,22nd Annual IFPA European Footbag Championships,"July 22-24, 2022","Jaworzno, Poland",net,Jaworzno Footbag Club,51,58
1647508742,2022,Open de France de Footbag 2022,"September 24-25, 2022","Gym Malakoff IV Nantes, France",net,Carnabal Footbag,26,35
1649177702,2022,40th Annual East Coast Footbag Championships,"September 24-25, 2022","The Solonoski Camp Doylesburg, Pennsylvania, USA",mixed,New York Footbag Association,16,27
1649326445,2022,Czech Footbag Championships 2022,"May 21, 2022","Sportpark HIT Hradec Kralove, Czech Republic",net,Hradec Králové Footbag Club,7,12
1653152207,2022,Akisphere 2022,"July 8-10, 2022","Lafontaine/ Jeanne-Mance Montreal, Quebec, Canada",net,Aki Québec,19,26
1653647467,2022,I. Elorrieta Tournament of Footbag Net (Basque Country),"May 27, 2022","Bilbao, Bizkaia, Basque Country",net,Bilbao Footbag Club,5,8
1657486956,2022,II. Ereaga Tournament of Footbag Net,"July 11, 2022","Getxo, Bizkaia, Basque Country",net,Bilbao Footbag Club,5,8
1667566506,2022,Refaski Cup 2022,"November 26, 2022","Tenis Arena Tabor Tabor, Czech Republic",net,SK FOOTBAG TÁBOR,13,18
1668541701,2022,XXII Polish Footbag Championships - Warsaw 2022,"December 10-11, 2022","LAVO Warszawa, Poland",mixed,WSF Warsaw Footbag Association,47,64
1669556651,2022,III.Basque Tournament of Footbag Net (Doubles),"November 27, 2022","Larrabetzu, Bizkaia, Basque Country",net,Bilbao Footbag Club,5,8
1664206719,2023,2023 US Open,"June 9-11, 2023","Perry Square: 571, Erie, PA, United States",mixed,FOOTBAG ERIE,20,31
1673723574,2023,Bulgarian Footbag Open 2023,"April 29-30, 2023","Ayazmo park Stara Zagora, Bulgaria",net,Urban Komba,10,15
1677285621,2023,V. Basque Tournament of Footbag Net (Individual),"February 25, 2023","Leioa, Bizkaia, Basque Country",net,Bilbao Footbag Club,8,11
1677937557,2023,13th Bembel Cup 2023,"May 27-28, 2023","Sportband Hafenpark Frankfurt, Hessen, Germany",net,SG Frankfurt Footbag e.V.,11,14
1678957450,2023,42nd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2023,"July 26-30, 2023","Ivan de Bedout Medellin, Colombia",worlds,Footbag Medellin,141,170
1686926080,2023,Akisphere,"July 7-9, 2023","Parks Lafontaine + Jeanne-Mance Montreal, Quebec, Canada",net,Aki Québec,29,36
1688144863,2023,41st Annual East Coast Footbag Championships,"August 26-27, 2023","McCarren Park Brooklyn, New York, USA",mixed,New York Footbag Association,17,28
1690897570,2023,IV.Basque Tournament of Footbag Net (Doubles),"August 1, 2023","Artaza park Leioa, Bizkaia, Basque Country",net,Bilbao Footbag Club,3,6
1692508794,2023,Bulgarian Footbag Championships,"September 22-24, 2023","Stara Zagora, Bulgaria",net,Urban Komba,6,11
1694170899,2023,XXIII Polish Footbag Championships - Warsaw 2023,"October 28-29, 2023","Warszawa, Poland",mixed,WSF Warsaw Footbag Association,84,103
1694868513,2023,German Footbag Open 2023,"November 11-12, 2023","Palisadenstr. Gym Berlin, Germany",mixed,FC Footstar Berlin e.V.,26,37
1695501837,2023,Czech Footbag Championships 2023,"October 14, 2023","Byst, Czech, Czech Republic",net,Hradec Králové Footbag Club,10,15
1697391704,2023,23rd IFPA European Footbag Championships 2023,"December 15-17, 2023","Fame Sport Krakow, Poland",freestyle,Maniac Footbag Team,81,112
1699593640,2023,8vo Suramericano Footbag Net 2023,"December 8-10, 2023","complejo deportivo los salias San antonio de los altos, Miranda, Venezuela",net,sole push,50,59
1699709080,2023,Refaski Cup 2023 aneb JINDRA Kicks with us,"December 2, 2023","Tenis Arena Tabor Tabor, Czech Republic",net,SK FOOTBAG TÁBOR,12,17
1700920831,2023,Finnish Footbag Open 2023,"December 9, 2023","Mandatum Center Helsinki, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),15,20
1706036811,2024,43rd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2024,"July 29-August 3, 2024","Park Lalancette Montreal, Quebec, Canada",worlds,Aki Québec,168,207
1706536250,2024,14th Bembel Cup 2024 - a jam with friends,"May 25-26, 2024","Hafenpark Frankfurt, Hessen, Germany",freestyle,SG Frankfurt Footbag e.V.,12,15
1709070838,2024,Swiss Footbag Open 2024,"October 26-27, 2024","Lausanne, Vaud, Switzerland",net,Les Pieds à Gilles,27,38
1709496969,2024,Open de France de Footbag 2024,"May 4-5, 2024","de la jeunesse, Orvault Nantes, Orvault, Loire Atlantique, France",net,Carnabal Footbag,19,24
1711181388,2024,Bulgarian Footbag Open 2024,"May 10-12, 2024","Ayazmo park Stara Zagora, Bulgaria",net,Urban Komba,8,13
1711182054,2024,24th IFPA European Footbag Championships,"June 27-30, 2024","Stara Zagora, Bulgaria",net,Urban Komba,21,26
1713276656,2024,1era Copa Footbag Net - Altos Mirandinos,"May 25-26, 2024","Carrizal, Miranda, Venezuela",net,San Antonio Footbag Club,26,31
1719166875,2024,Akisphere 2024,"July 12-14, 2024","Lafontaine park, Jeanne-Mance park Montreal, Quebec, Canada",net,Aki Québec,31,40
1721038326,2024,RNH Contest 2024,"September 28-29, 2024","Paris, France",net,Rien N'est Hacky - RNH Footbag,22,27
1721320739,2024,42nd Annual East Coast Footbag Championships,"August 24-25, 2024","McCarren Park Brooklyn, New York, USA",mixed,New York Footbag Association,21,32
1721817655,2024,VI. Basque Tournament of Footbag Net (Individual),"January 11, 2024","Bilbao, Bizkaia, Basque Country",net,Bilbao Footbag Club,8,11
